,route_id,stop_id,stop_name
741,114CCT,12,AZHINJIVAKKAM RD.JN.
742,114CCT,13,KUMMANUR
743,114CCT,14,BUDUR
744,114CCT,15,ARUMANDAI RD.JN.
745,114CCT,16,PUDUKUPPAM
746,114CCT,17,GNAYARU
747,114D,1,ARANI
748,114D,2,AGARAM
749,114D,3,CHINNAMBEDU VILLAGE
750,114D,4,CHINAMBEDU COLONY
751,114D,5,NEW ROAD
752,114D,6,THATCHUR ROAD JN
753,114D,7,PANJETTI
754,114D,8,PERIYAPALAYAM RD JN.
755,114D,9,KARANODAI
756,114D,10,SHOLAVARAM
757,114D,11,SEMILIVARAM
758,114D,12,PADIYANALLUR
759,114D,13,REDHILLS
760,114D,14,AAYURVEDA ASHRAMAM
761,114D,15,KAVANGARAI
762,114D,16,CYCLE SHOP
763,114D,17,BUS BAY-17TH KM
764,114D,18,MALLIGAI NAGAR AVE
765,114D,19,WATER PIPE THATHANKUPPAM
766,114D,20,WEELS INDIA RD.JN.
767,114D,21,THIRUMANGALAM
768,114D,22,KOYAMBEDU SCHOOL
769,114D,23,M.G.R.KOYAMBEDU
770,114E,1,KOYAMBEDU MARKET
771,114E,2,KOYAMBEDU P.S
772,114E,3,KOYAMBEDU SCHOOL
773,114E,4,THIRUMANGALAM
774,114E,5,WEELS INDIA RD.JN.
775,114E,6,WATER PIPE THATHANKUPPAM
776,114E,7,MALLIGAI NAGAR AVE
777,114E,8,BUS BAY-17TH KM
778,114E,9,CYCLE SHOP
779,114E,10,KAVANGARAI
780,114E,11,AAYURVEDA ASHRAMAM
781,114E,12,REDHILLS
782,114E,13,PADIYANALLUR
783,114E,14,SEMILIVARAM
784,114E,15,SHOLAVARAM
785,114E,16,KARANODAI
786,114E,17,ATHUR
787,114E,18,OLD&NEW ERUMAI VETTI PALAYAM
788,114E,19,OLD ERUMAI VETTI PALAYAM
789,114E,20,NEW ERUMAIVETTIPALAYAM
790,114ET,1,MAHINDRA IND.PARK
791,114ET,2,KUTHAMKULAM
792,114ET,3,PERUVOYAL
793,114ET,4,PUDUVOYAL
794,114ET,5,NEW ROAD
795,114ET,6,THATCHUR ROAD JN
796,114ET,7,PANJETTI
797,114ET,8,PERIYAPALAYAM RD JN.
798,114ET,9,KARANODAI
799,114ET,10,SHOLAVARAM
800,114ET,11,SEMILIVARAM
801,114ET,12,PADIYANALLUR
802,114ET,13,REDHILLS
803,114ET,14,AAYURVEDA ASHRAMAM
804,114ET,15,KAVANGARAI
805,114ET,16,CYCLE SHOP
806,114ET,17,BUS BAY-17TH KM
807,114ET,18,MALLIGAI NAGAR AVE
808,114ET,19,WATER PIPE THATHANKUPPAM
809,114ET,20,WEELS INDIA RD.JN.
810,114ET,21,THIRUMANGALAM
811,114ET,22,KOYAMBEDU SCHOOL
812,114ET,23,M.G.R.KOYAMBEDU
813,114G,1,M.G.R.KOYAMBEDU
814,114G,2,KOYAMBEDU SCHOOL
815,114G,3,THIRUMANGALAM
816,114G,4,WEELS INDIA RD.JN.
817,114G,5,WATER PIPE THATHANKUPPAM
818,114G,6,MALLIGAI NAGAR AVE
819,114G,7,BUS BAY-17TH KM
820,114G,8,MADHAVARAM
821,114G,9,MOOLAKADAI
822,114G,10,MADHAVARAM POST BOX
823,114G,11,MADHAVARAM VILLAGE
824,114G,12,"MATHUR RD. JN.,"
825,114G,13,VADAPERUMBAKKAM
826,114G,14,GRAND LINE
827,114G,15,REDHILLS
828,114G,16,PADIYANALLUR
829,114G,17,SEMILIVARAM
830,114G,18,SHOLAVARAM
831,114G,19,SHOZHIPALAYAM
832,114G,20,ORAKKADU
833,114G,21,BUDUR
834,114G,22,ARUMANDAI RD.JN.
835,114G,23,PUDUKUPPAM
836,114G,24,GNAYARU
837,114P,1,PADIYANALLUR
838,114P,2,REDHILLS
839,114P,3,AAYURVEDA ASHRAMAM
840,114P,4,KAVANGARAI
841,114P,5,CYCLE SHOP
842,114P,6,BUS BAY-17TH KM
843,114P,7,MALLIGAI NAGAR AVE
844,114P,8,WATER PIPE THATHANKUPPAM
845,114P,9,WEELS INDIA RD.JN.
846,114P,10,THIRUMANGALAM
847,114P,11,KOYAMBEDU SCHOOL
848,114P,12,M.G.R.KOYAMBEDU
849,114S,1,SEEMAVARAM
850,114S,2,CHINNAMADIYOOR
851,114S,3,THANDAVARAYAN PALAYAM
852,114S,4,KANNIAMPALAYAM
853,114S,5,PUDUKUPPAM
854,114S,6,NERKUNDRAM
855,114S,7,SOTHUPERMEDU
856,114S,8,KARANODAI SCHOOL
857,114S,9,SHOLAVARAM P.S.
858,114S,10,SEMILIVARAM
859,114S,11,PADIYANALLUR
860,114S,12,REDHILLS
861,114S,13,AAYURVEDA ASHRAMAM
862,114S,14,KAVANGARAI
863,114S,15,CYCLE SHOP
864,114S,16,BUS BAY-17TH KM
865,114S,17,MALLIGAI NAGAR AVE
866,114S,18,WATER PIPE THATHANKUPPAM
867,114S,19,WEELS INDIA RD.JN.
868,114S,20,THIRUMANGALAM
869,114S,21,KOYAMBEDU SCHOOL
870,114S,22,KOYAMBEDU P.S
871,114S,23,KOYAMBEDU MARKET
872,118,1,TAMBARAM
873,118,2,IRUMBULIYUR
874,118,3,PERUNGALATHUR
875,118,4,VANDALUR GATE
876,118,5,VANDALUR ZOO
877,118,6,URAPAKKAM
878,118,7,PALAKKA COMPANY
879,118,8,GUDUVANCHERY
880,118,9,THAILAPURAM
881,118,10,MARAIMALAI NAGAR
882,118,11,PAVENTHER SALAI
883,118,12,MARAIMALAI NAGAR I.E.
884,118ET,1,TAMBARAM
885,118ET,2,IRUMBULIYUR
886,118ET,3,PERUNGALATHUR
887,118ET,4,VANDALUR GATE
888,118ET,5,VANDALUR ZOO
889,118ET,6,URAPAKKAM
890,118ET,7,PALAKKA COMPANY
891,118ET,8,GUDUVANCHERY
892,118ET,9,THAILAPURAM
893,118ET,10,MARAIMALAI NAGAR
894,118ET,11,PAVENTHER SALAI
895,118ET,12,MARAIMALAI NAGAR P.S.JN.
896,118ET,13,GUDALOOR TEA SHOP
897,118ET,14,KARUNEELAM ROAD JN
898,118ET,15,KADAMBUR
899,118ET,16,KALIVANTHAPATTU
900,118G,1,TAMBARAM
901,118G,2,IRUMBULIYUR
902,118G,3,PERUNGALATHUR
903,118G,4,VANDALUR GATE
904,118G,5,VANDALUR ZOO
905,118G,6,URAPAKKAM
906,118G,7,PALAKKA COMPANY
907,118G,8,GUDUVANCHERY
908,118G,9,JN.OF MAMBAKKAM RD & ATANOORRD
909,118G,10,KUTHANOOR ROAD JN.
910,118G,11,THIRUTHUVELI
911,118G,12,KAVANOOR KOOT ROAD
912,118N,1,TAMBARAM
913,118N,2,IRUMBULIYUR
914,118N,3,PERUNGALATHUR
915,118N,4,VANDALUR GATE
916,118N,5,VANDALUR ZOO
917,118N,6,URAPAKKAM BRIDGE
918,118N,7,ATHANOOR RD JN
919,118N,8,SETC QUARTERS
920,118N,9,MADAMBAKKAM RICE MILL
921,118N,10,NEELAMANGALAM
922,118P,1,TAMBARAM
923,118P,2,IRUMBULIYUR
924,118P,3,PERUNGALATHUR
925,118P,4,VANDALUR GATE
926,118P,5,VANDALUR ZOO
927,118P,6,URAPAKKAM
928,118P,7,PALAKKA COMPANY
929,118P,8,GUDUVANCHERY
930,118P,9,GOVINDARAJAPURAM
931,118P,10,PARAMESWARI NAGAR
932,118T,1,TAMBARAM
933,118T,2,IRUMBULIYUR
934,118T,3,PERUNGALATHUR
935,118T,4,VANDALUR GATE
936,118T,5,VANDALUR ZOO
937,118T,6,URAPAKKAM
938,118T,7,PALAKKA COMPANY
939,118T,8,GUDUVANCHERY
940,118T,9,GOVINDARAJAPURAM
941,118T,10,PERUMATTU NALLUR
942,118T,11,DHARGAS NAGAR
943,119,1,GUINDY TVK ESTATE
944,119,2,CONCORDE
945,119,3,JN.OF RACE COURSE RD
946,119,4,GURUNANAK COLLEGE
947,119,5,VELACHERY
948,119,6,I.R.T. RD.JN.
949,119,7,SRP TOOLS
950,119,8,KANDANCHAVADI
951,119,9,THORAPPAKKAM TEA SHOP
952,119,10,MOOTAKARAN CHAVADI
953,119,11,KARAPAKKAM
954,119,12,SHOZHANGANALLUR P.U.OFFICE
955,119,13,KUMARAN NAGAR
956,119,14,NUCLEUS COMPANY
957,119,15,SEMMANCHERI S.C.B.
958,119G,1,GUINDY TVK ESTATE
959,119G,2,CONCORDE
960,119G,3,JN.OF RACE COURSE RD
961,119G,4,GURUNANAK COLLEGE
962,119G,5,VIJAYA NAGAR
963,119G,6,I.R.T. RD.JN.
964,119G,7,SRP TOOLS
965,119G,8,KANDANCHAVADI
966,119G,9,THORAPPAKKAM TEA SHOP
967,119G,10,MOOTAKARAN CHAVADI
968,119G,11,KARAPAKKAM
969,119G,12,SHOZHANGANALLUR P.U.OFFICE
970,119G,13,KUMARAN NAGAR
971,119G,14,NUCLEUS COMPANY
972,119G,15,PERUMPAKKAM S.C.B.
973,11G,1,BROADWAY
974,11G,2,M.G.R.CENTRAL
975,11G,3,P.OR & SONS
976,11G,4,T.V.S
977,11G,5,D.M.S
978,11G,6,PONDY BAZAAR
979,11G,7,ANJUGAM SCHOOL
980,11G,8,GOVT. GIRLS H.SC
981,11G,9,Jn.OF P.T.R Rd/KAMARAJ Rd
982,11G,10,MUTHUMARIAMMAN KOIL
983,11G,11,K.K.NAGAR
984,11GET,1,BROADWAY
985,11GET,2,SECRETARIAT
986,11GET,3,CHEPAUK
987,11GET,4,ANNA ROAD P.O./DAMS ROAD
988,11GET,5,T.V.S
989,11GET,6,D.M.S
990,11GET,7,PONDY BAZAAR
991,11GET,8,ANJUGAM SCHOOL
992,11GET,9,GOVT. GIRLS H.SC
993,11GET,10,Jn.OF P.T.R Rd/KAMARAJ Rd
994,11GET,11,MUTHUMARIAMMAN KOIL
995,11GET,12,VIRUGAMBAKKAM
996,11GET,13,VALASARAVAKKAM
997,11GET,14,PORUR
998,11GET,15,IYYAPPANTHANGAL
999,11H,1,BROADWAY
1000,11H,2,SECRETARIAT
1001,11H,3,CHEPAUK
1002,11H,4,ANNA ROAD P.O./DAMS ROAD
1003,11H,5,T.V.S
1004,11H,6,D.M.S
1005,11H,7,PONDY BAZAAR
1006,11H,8,ANJUGAM SCHOOL
1007,11H,9,GOVT. GIRLS H.SC
1008,11H,10,Jn.OF P.T.R Rd/KAMARAJ Rd
1009,11H,11,MUTHUMARIAMMAN KOIL
1010,11H,12,VIRUGAMBAKKAM
1011,11H,13,VALASARAVAKKAM
1012,11H,14,PORUR
1013,11H,15,IYYAPPANTHANGAL
1014,120,1,BROADWAY
1015,120,2,M.G.R.CENTRAL
1016,120,3,DHARMAPRAKASH/PETROL BUNK
1017,120,4,KELLEYS
1018,120,5,SAYANI/AYNAVARAM
1019,120,6,KAMABAR ARANGAM
1020,120,7,NATHAMUNI TALKIES
1021,120,8,LUCAS TVS
1022,120,9,AMBATTUR I.E.
1023,120,10,DUNLOP
1024,120,11,AMBATTUR O.T.
1025,120,12,THIRUMULLAIVOYAL
1026,120,13,POLYTECHNIC
1027,120,14,AVADI
1028,120A,1,BROADWAY
1029,120A,2,M.G.R.CENTRAL
1030,120A,3,DHARMAPRAKASH/PETROL BUNK
1031,120A,4,KELLEYS
1032,120A,5,SAYANI/AYNAVARAM
1033,120A,6,KAMABAR ARANGAM
1034,120A,7,NATHAMUNI TALKIES
1035,120A,8,LUCAS TVS
1036,120A,9,AMBATTUR I.E.
1037,120A,10,DUNLOP
1038,120A,11,AMBATTUR O.T.
1039,120A,12,THIRUMULLAIVOYAL
1040,120A,13,POLYTECHNIC
1041,120A,14,AVADI CIRCLE
1042,120A,15,KOILPATHAGAI RD.JN.
1043,120A,16,H.V.F.MAIN GATE
1044,120A,17,AAFS CROSS ROAD
1045,120A,18,VENGAL CROSS ROAD
1046,120A,19,VEERAPURAM
1047,120A,20,ARAKKAMBAKKAM RD.JN.
1048,120A,21,ARAKKAMBAKKAM
1049,120CT,1,BROADWAY
1050,120CT,2,M.G.R.CENTRAL
1051,120CT,3,DHARMAPRAKASH/PETROL BUNK
1052,120CT,4,KELLEYS
1053,120CT,5,SAYANI/AYNAVARAM
1054,120CT,6,KAMABAR ARANGAM
1055,120CT,7,NATHAMUNI TALKIES
1056,120CT,8,LUCAS TVS
1057,120CT,9,AMBATTUR I.E.
1058,120CT,10,DUNLOP
1059,120CT,11,AMBATTUR O.T.
1060,120CT,12,THIRUMULLAIVOYAL
1061,120CT,13,PERIYAR NAGAR
1062,120CT,14,VENKATACHALAM NAGAR
1063,120E,1,BROADWAY
1064,120E,2,M.G.R.CENTRAL
1065,120E,3,DHARMAPRAKASH/PETROL BUNK
1066,120E,4,KELLEYS
1067,120E,5,SAYANI/AYNAVARAM
1068,120E,6,KAMABAR ARANGAM
1069,120E,7,NATHAMUNI TALKIES
1070,120E,8,LUCAS TVS
1071,120E,9,AMBATTUR I.E.
1072,120E,10,DUNLOP
1073,120E,11,AMBATTUR O.T.
1074,120E,12,THIRUMULLAIVOYAL
1075,120E,13,POLYTECHNIC
1076,120E,14,AVADI CIRCLE
1077,120E,15,KOILPATHAGAI RD.JN.
1078,120E,16,H.V.F.MAIN GATE
1079,120E,17,AAFS CROSS ROAD
1080,120E,18,VENGAL CROSS ROAD
1081,120E,19,VEERAPURAM
1082,120E,20,ARAKKAMBAKKAM
1083,120E,21,PANDESWARAM
1084,120E,22,KADHAVOOR RD.JN.
1085,120E,23,KILKONDAIYUR
1086,120F,1,BROADWAY
1087,120F,2,M.G.R.CENTRAL
1088,120F,3,DHARMAPRAKASH/PETROL BUNK
1089,120F,4,KELLEYS
1090,120F,5,SAYANI/AYNAVARAM
1091,120F,6,KAMABAR ARANGAM
1092,120F,7,NATHAMUNI TALKIES
1093,120F,8,LUCAS TVS
1094,120F,9,AMBATTUR I.E.
1095,120F,10,DUNLOP
1096,120F,11,AMBATTUR O.T.
1097,120F,12,ORAGADAM O.T.
1098,120F,13,ORAGADAM
1099,120G,1,BROADWAY
1100,120G,2,M.G.R.CENTRAL
1101,120G,3,DHARMAPRAKASH/PETROL BUNK
1102,120G,4,KELLEYS
1103,120G,5,SAYANI/AYNAVARAM
1104,120G,6,KAMABAR ARANGAM
1105,120G,7,NATHAMUNI TALKIES
1106,120G,8,LUCAS TVS
1107,120G,9,AMBATTUR I.E.
1108,120G,10,DUNLOP
1109,120G,11,AMBATTUR O.T.
1110,120G,12,VENGATAPURAM
1111,120G,13,MENAMBEDU
1112,120K,1,BROADWAY
1113,120K,2,M.G.R.CENTRAL
1114,120K,3,DHARMAPRAKASH/PETROL BUNK
1115,120K,4,KELLEYS
1116,120K,5,SAYANI/AYNAVARAM
1117,120K,6,KAMABAR ARANGAM
1118,120K,7,NATHAMUNI TALKIES
1119,120K,8,LUCAS TVS
1120,120K,9,AMBATTUR I.E.
1121,120K,10,DUNLOP
1122,120K,11,AMBATTUR O.T.
1123,120K,12,THIRUMULLAIVOYAL
1124,120K,13,POLYTECHNIC
1125,120K,14,AVADI CIRCLE
1126,120K,15,KOILPATHAGAI RD.JN.
1127,120K,16,H.V.F.MAIN GATE
1128,120K,17,AIRFORCE STATION
1129,120K,18,VENGAL CROSS ROAD
1130,120K,19,VEERAPURAM
1131,120K,20,NALLUR PUDU NAGAR
1132,120K,21,KADHAVOOR
1133,120KET,1,BROADWAY
1134,120KET,2,M.G.R.CENTRAL
1135,120KET,3,DHARMAPRAKASH/PETROL BUNK
1136,120KET,4,KELLEYS
1137,120KET,5,SAYANI/AYNAVARAM
1138,120KET,6,KAMABAR ARANGAM
1139,120KET,7,NATHAMUNI TALKIES
1140,120KET,8,LUCAS TVS
1141,120KET,9,AMBATTUR I.E.
1142,120KET,10,DUNLOP
1143,120KET,11,AMBATTUR O.T.
1144,120KET,12,THIRUMULLAIVOYAL
1145,120KET,13,POLYTECHNIC
1146,120KET,14,AVADI CIRCLE
1147,120KET,15,KOILPATHAGAI RD.JN.
1148,120KET,16,H.V.F.MAIN GATE
1149,120KET,17,AAFS CROSS ROAD
1150,120KET,18,VENGAL CROSS ROAD
1151,120KET,19,VEERAPURAM RD JN.
1152,120KET,20,MORAI
1153,120KET,21,KADHAVOOR
1154,120KET,22,KADHAVOOR RD.JN.
1155,120KET,23,KILKONDAIYUR
1156,121,1,MINJUR
1157,121,2,MINJUR O.T
1158,121,3,MINJUR B.D.O
1159,121,4,PATTAMANDIRI
1160,121,5,KONDAKKARAI
1161,121,6,NAPALAYAM
1162,121,7,ECHANKUZHI
1163,121,8,ANDARKUPPAM
1164,121,9,100 FEET ROAD JN.
1165,121,10,MANALI ARIYALUR RD JN.
1166,121,11,"MATHUR RD. JN.,"
1167,121,12,"KOSAPUR RD. JN.,"
1168,121,13,MADHAVARAM
1169,121,14,BUS BAY-17TH KM
1170,121,15,MALLIGAI NAGAR AVE
1171,121,16,WATER PIPE THATHANKUPPAM
1172,121,17,WEELS INDIA RD.JN.
1173,121,18,THIRUMANGALAM
1174,121,19,KOYAMBEDU SCHOOL
1175,121,20,M.G.R.KOYAMBEDU
1176,121A,1,MANALI
1177,121A,2,MANALAI SEEKADU
1178,121A,3,MADHAVARAM MILLK COLONY
1179,121A,4,MADHAVARAM POST BOX
1180,121A,5,MOOLAKADAI
1181,121A,6,MADHAVARAM
1182,121A,7,BUS BAY-17TH KM
1183,121A,8,MALLIGAI NAGAR AVE
1184,121A,9,WATER PIPE THATHANKUPPAM
1185,121A,10,WEELS INDIA RD.JN.
1186,121A,11,THIRUMANGALAM
1187,121A,12,KOYAMBEDU SCHOOL
1188,121A,13,M.G.R.KOYAMBEDU
1189,121C,1,ENNORE
1190,121C,2,ASHOK LEYLAND
1191,121C,3,ERNAVOOR GATE
1192,121C,4,SATHIYAMOORTHY NAGAR
1193,121C,5,"JN.,OF PONNERI RD,&ERANOOR"
1194,121C,6,MANALI RD JN.
1195,121C,7,MANALAI SEEKADU
1196,121C,8,M.M.C
1197,121C,9,MADHAVARAM POST BOX
1198,121C,10,MOOLAKADAI
1199,121C,11,MADHAVARAM
1200,121C,12,BUS BAY-17TH KM
1201,121C,13,MALLIGAI NAGAR AVE
1202,121C,14,WATER PIPE THATHANKUPPAM
1203,121C,15,WEELS INDIA RD.JN.
1204,121C,16,THIRUMANGALAM
1205,121C,17,KOYAMBEDU SCHOOL
1206,121C,18,M.G.R.KOYAMBEDU
1207,121CT,1,M.G.R.KOYAMBEDU
1208,121CT,2,KOYAMBEDU SCHOOL
1209,121CT,3,THIRUMANGALAM
1210,121CT,4,WEELS INDIA RD.JN.
1211,121CT,5,WATER PIPE THATHANKUPPAM
1212,121CT,6,MALLIGAI NAGAR AVE
1213,121CT,7,M.M.B.T.
1214,121D,1,MANALI NEW TOWN
1215,121D,2,ECHANKUZHI
1216,121D,3,ANDARKUPPAM
1217,121D,4,"JN.,OF PONNERI RD,&ERANOOR"
1218,121D,5,MANALI RD JN.
1219,121D,6,MANALAI SEEKADU
1220,121D,7,MADHAVARAM MILLK COLONY
1221,121D,8,MADHAVARAM POST BOX
1222,121D,9,MOOLAKADAI
1223,121D,10,MADHAVARAM
1224,121D,11,BUS BAY-17TH KM
1225,121D,12,MALLIGAI NAGAR AVE
1226,121D,13,THAZHANKUPPAM
1227,121D,14,WEELS INDIA RD.JN.
1228,121D,15,THIRUMANGALAM
1229,121D,16,KOYAMBEDU SCHOOL
1230,121D,17,M.G.R.KOYAMBEDU
1231,121F,1,MADHAVARAM B.S.
1232,121F,2,MADHAVARAM POST BOX
1233,121F,3,MOOLAKADAI
1234,121F,4,MADHAVARAM
1235,121F,5,BUS BAY-17TH KM
1236,121F,6,MALLIGAI NAGAR AVE
1237,121F,7,WATER PIPE THATHANKUPPAM
1238,121F,8,WEELS INDIA RD.JN.
1239,121F,9,THIRUMANGALAM
1240,121F,10,KOYAMBEDU SCHOOL
1241,121F,11,M.M.D.A.COLONY RD.JN.
1242,121F,12,JN OF III AND 1ST AVE
1243,121F,13,JAFFARKHAN PET
1244,121F,14,CIPET
1245,121F,15,ST THOMAS MOUNT PO
1246,121F,16,MEENAMABAKKAM OLD AIRPORT
1247,121F,17,THIRUSOOLAM NATIONAL AIRPORT
1248,121F,18,PALLAVARAM
1249,121F,19,CHROMEPET
1250,121F,20,T.B.SANATORIUM
1251,121F,21,TAMBARAM
1252,121G,1,K.KANNADASAN NAGAR
1253,121G,2,SIDCO
1254,121G,3,MOOLAKADAI
1255,121G,4,MADHAVARAM
1256,121G,5,BUS BAY-17TH KM
1257,121G,6,MALLIGAI NAGAR AVE
1258,121G,7,WATER PIPE THATHANKUPPAM
1259,121G,8,WEELS INDIA RD.JN.
1260,121G,9,THIRUMANGALAM
1261,121G,10,KOYAMBEDU SCHOOL
1262,121G,11,M.G.R.KOYAMBEDU
1263,121H,1,K.KANNADASAN NAGAR
1264,121H,2,SIDCO
1265,121H,3,SARMA NAGAR
1266,121H,4,MOOLAKADAI
1267,121H,5,MADHAVARAM
1268,121H,6,BUS BAY-17TH KM
1269,121H,7,MALLIGAI NAGAR AVE
1270,121H,8,WATER PIPE THATHANKUPPAM
1271,121H,9,WEELS INDIA RD.JN.
1272,121H,10,THIRUMANGALAM
1273,121H,11,KOYAMBEDU SCHOOL
1274,121H,12,M.M.D.A.COLONY RD.JN.
1275,121H,13,JN OF III AND 1ST AVE
1276,121H,14,JAFFARKHAN PET
1277,121H,15,CIPET
1278,121H,16,ST THOMAS MOUNT PO
1279,121H,17,MEENAMABAKKAM OLD AIRPORT
1280,121H,18,THIRUSOOLAM NATIONAL AIRPORT
1281,121H,19,PALLAVARAM
1282,121H,20,CHROMEPET
1283,121H,21,T.B.SANATORIUM
1284,121H,22,TAMBARAM
1285,121HE,1,K.KANNADASAN NAGAR
1286,121HE,2,SIDCO
1287,121HE,3,MOOLAKADAI
1288,121HE,4,KALPANA LAMPS/MADHAVARAM
1289,121HE,5,BUS BAY-17TH KM
1290,121HE,6,MALLIGAI NAGAR AVE
1291,121HE,7,WATER PIPE THATHANKUPPAM
1292,121HE,8,WEELS INDIA RD.JN.
1293,121HE,9,THIRUMANGALAM
1294,121HE,10,KOYAMBEDU SCHOOL
1295,121HE,11,M.M.D.A.COLONY RD.JN.
1296,121HE,12,JN OF III AND 1ST AVE
1297,121HE,13,JAFFARKHAN PET
1298,121HE,14,CIPET
1299,121HE,15,ST THOMAS MOUNT PO
1300,121HE,16,MEENAMABAKKAM OLD AIRPORT
1301,121HE,17,THIRUSOOLAM NATIONAL AIRPORT
1302,121HE,18,PALLAVARAM
1303,121HE,19,CHROMEPET
1304,121HE,20,T.B.SANATORIUM
1305,121HE,21,TAMBARAM
1306,121HE,22,IRUMBULIYUR
1307,121HE,23,PERUNGALATHUR
1308,121HE,24,VANDALUR GATE
1309,121HE,25,VANDALUR ZOO
1310,121HE,26,KILAMBAKKAM B.S.
1311,121M,1,M.G.R.KOYAMBEDU
1312,121M,2,KOYAMBEDU SCHOOL
1313,121M,3,THIRUMANGALAM
1314,121M,4,WEELS INDIA RD.JN.
1315,121M,5,WATER PIPE THATHANKUPPAM
1316,121M,6,MALLIGAI NAGAR AVE
1317,121M,7,BUS BAY-17TH KM
1318,121M,8,MADHAVARAM B.S.
1319,121M,9,MANJAMBAKKAM RD JN.
1320,121M,10,GOVT.RURAL HEALTH CENNTER
1321,121M,11,MATHUR M.M.D.A.
1322,121M,12,MANALI
1323,121MET,1,M.G.R.KOYAMBEDU
1324,121MET,2,KOYAMBEDU SCHOOL
1325,121MET,3,THIRUMANGALAM
1326,121MET,4,WEELS INDIA RD.JN.
1327,121MET,5,WATER PIPE THATHANKUPPAM
1328,121MET,6,MALLIGAI NAGAR AVE
1329,121MET,7,BUS BAY-17TH KM
1330,121MET,8,MADHAVARAM B.S.
1331,129C,1,PERAMBUR
1332,129C,2,JAMALAYA
1333,129C,3,SHIVASHANMUGAPURAM
1334,129C,4,LADY MCTM SCHOOL/MILLERS RD
1335,129C,5,K.M.C.
1336,129C,6,STERLING RD./METROLOG. DEPT.
1337,129C,7,CORPORATION OFFICE/STERLING RD
1338,129C,8,VIDYODAYA
1339,129C,9,BHARATHI NAGAR(PERIYAR PATAHI)
1340,129C,10,THIAGARAYA NAGAR
1341,129C,11,SAIDAPET
1342,129C,12,CONCORDE
1343,129C,13,GUINDY R.S
1344,129C,14,ST THOMAS MOUNT PO
1345,129C,15,PAZAVANTHANGAL ROAD JN.
1346,129C,16,CHIDAMBARAM STORES
1347,129C,17,NANGANALLUR
1348,12B,1,VADAPALANI
1349,12B,2,TRUSTPURAM
1350,12B,3,BHARATHI NAGAR(PERIYAR PATAHI)
1351,12B,4,PONDY BAZAAR
1352,12B,5,F.C.I OLD
1353,12B,6,LUZ
1354,12B,7,SANTHOME P.O
1355,12B,8,FORESHORE ESTATE
1356,12E,1,SALIGRAMAM
1357,12E,2,VADAPALANI
1358,12E,3,TRUSTPURAM
1359,12E,4,BHARATHI NAGAR(PERIYAR PATAHI)
1360,12E,5,PONDY BAZAAR
1361,12E,6,F.C.I OLD
1362,12E,7,LUZ
1363,12E,8,SANTHOME P.O
1364,12E,9,FORESHORE ESTATE
1365,12G,1,ANNA SQUARE
1366,12G,2,VIVEKANANDA HOUSE
1367,12G,3,V.M.STREET
1368,12G,4,LUZ
1369,12G,5,F.C.I OLD
1370,12G,6,PONDY BAZAAR
1371,12G,7,ANJUGAM SCHOOL
1372,12G,8,GOVT. GIRLS H.SC
1373,12G,9,Jn.OF P.T.R Rd/KAMARAJ Rd
1374,12G,10,MUTHUMARIAMMAN KOIL
1375,12G,11,K.K.NAGAR
1376,12M,1,MANDAVELI
1377,12M,2,LUZ
1378,12M,3,F.C.I OLD
1379,12M,4,PONDY BAZAAR
1380,12M,5,ANJUGAM SCHOOL
1381,12M,6,GOVT. GIRLS H.SC
1382,12M,7,K.K.NAGAR
1383,12M,8,K.K.NAGAR WEST
1384,12M,9,VIRUGAMBAKKAM
1385,12M,10,VALASARAVAKKAM
1386,12M,11,PORUR
1387,12M,12,IYYAPPANTHANGAL
1388,12X,1,FORESHORE ESTATE
1389,12X,2,SANTHOME P.O
1390,12X,3,LUZ
1391,12X,4,F.C.I OLD
1392,12X,5,PONDY BAZAAR
1393,12X,6,BHARATHI NAGAR(PERIYAR PATAHI)
1394,12X,7,TRUSTPURAM
1395,12X,8,VADAPALANI P.S.
1396,12X,9,M.M.D.A.COLONY RD.JN.
1397,12X,10,M.G.R.KOYAMBEDU
1398,13,1,THIAGARAYA NAGAR
1399,13,2,VANIMAHAL
1400,13,3,SUN THEATER
1401,13,4,CORPN. PLAY GROUND
1402,13,5,WESLEY H.S
1403,13,6,TRIPLICANE
1404,13,7,CHEPAUK
1405,13,8,SECRETARIAT
1406,13,9,BROADWAY
1407,142,1,PERAMBUR
1408,142,2,VEENUS
1409,142,3,S.R.P. COLONY
1410,142,4,KOLATHUR
1411,142,5,VINAYAGAPURAM
1412,142B,1,BROADWAY
1413,142B,2,M.G.R.CENTRAL
1414,142B,3,DOVETON
1415,142B,4,P1.POLICE STATION
1416,142B,5,GANESH PURAM
1417,142B,6,PERAMBUR
1418,142B,7,VEENUS
1419,142B,8,S.R.P. COLONY
1420,142B,9,THANIKACHALAM NAGAR
1421,142P,1,PERAMBUR
1422,142P,2,VEENUS
1423,142P,3,S.R.P. COLONY
1424,142P,4,KOLATHUR
1425,142P,5,VINAYAGAPURAM
1426,142P,6,PUTHAGARAM
1427,147A,1,T.NAGAR
1428,147A,2,PONDY BAZAAR
1429,147A,3,VIDYODAYA
1430,147A,4,STERLING RD./METROLOG. DEPT.
1431,147A,5,NUNGAMBAKKAM R.S.
1432,147A,6,HOTEL ARUN
1433,147A,7,ANNA NAGAR CIRCLE
1434,147A,8,THIRUMANGALAM
1435,147A,9,FIRE STATION
